file,turn,speed_error_mean_mm_s,speed_error_rms_mm_s,speed_ripple_rms_mm_s,feedback_rms_v,required_voltage_rms_v,motor_voltage_delta_rms_v,saturation_pct
20260721_083545_myshell_debug_log_long_l180.csv,1,83.36442786069651,125.1554751336208,93.35022829849478,0.6230738563394846,0.6228478968356951,0.8228073045510728,0.0
20260721_083545_myshell_debug_log_long_l180.csv,2,7.720673973880608,167.8054111074474,167.6277041253279,0.5616879249448289,0.5619024572562918,0.6879020659587726,0.0
20260721_083545_myshell_debug_log_long_l180.csv,3,9.276129120024894,176.0604158053777,175.81587937985327,0.6121692540796878,0.6123948058942644,0.667204678664725,0.0
20260721_083545_myshell_debug_log_long_l180.csv,4,7.021654423196527,179.21011236728526,179.0725013614771,0.6283831667135364,0.6286145911636203,0.6546134172369091,0.0
20260721_083545_myshell_debug_log_long_l180.csv,5,7.935906405472636,175.6781757686045,175.49883997026382,0.6153802243517947,0.615609484170995,0.6588516758456578,0.0
20260721_083545_myshell_debug_log_long_l180.csv,6,10.954383356654224,181.52001444304835,181.18917497654198,0.6233775436356066,0.6235968469836568,0.6827372201508115,0.0
20260721_083758_myshell_debug_log_long_l180.csv,1,78.93940939832089,118.42504264696214,88.27831200118798,0.5907931434609462,0.5905654002392792,0.8099611016053742,0.0
20260721_083758_myshell_debug_log_long_l180.csv,2,6.193155317164183,170.06956798507127,169.9567673905522,0.5732628361997316,0.5734821493021721,0.6785892523405826,0.0
20260721_083758_myshell_debug_log_long_l180.csv,3,7.257414101368169,176.20737225031064,176.05785405917226,0.5946264683230071,0.5948449457096734,0.6808932155149277,0.0
20260721_083758_myshell_debug_log_long_l180.csv,4,5.091728855721393,167.36613662099236,167.28866663553902,0.5731893750562252,0.5734151327085042,0.6652408758605225,0.0
20260721_083758_myshell_debug_log_long_l180.csv,5,7.461714863184076,170.27156051713348,170.107986679757,0.57932215226319,0.579542215674582,0.6776144585626201,0.0
20260721_083758_myshell_debug_log_long_l180.csv,6,3.543075637437802,176.36822805348177,176.33263589520897,0.6028822585915778,0.6031118353944573,0.657694468526115,0.0
