file,turn,speed_error_mean_mm_s,speed_error_rms_mm_s,speed_ripple_rms_mm_s,feedback_rms_v,required_voltage_rms_v,motor_voltage_delta_rms_v,saturation_pct
20260721_041800_myshell_debug_log_long_l180.csv,1,23.658125388681594,51.393431651270106,45.62431281660241,0.11419174366002739,0.11413622007001628,0.5408618367192839,0.0
20260721_041800_myshell_debug_log_long_l180.csv,2,7.483675373134321,47.65547839508377,47.06420321192995,0.10208271741932033,0.10211799333966427,0.551663474609703,0.0
20260721_041800_myshell_debug_log_long_l180.csv,3,11.735220382462687,45.50036217873479,43.960977707178806,0.1073064578002159,0.10724784197874587,0.6209301985315515,0.0
20260721_041800_myshell_debug_log_long_l180.csv,4,-9.728554493159196,60.58413914354189,59.79793594462669,0.1236482593920434,0.12368746678933254,0.6031641388668079,0.0
20260721_042141_myshell_debug_log_long_l180.csv,1,23.392850202114417,69.7524618108453,65.71286394683214,0.14931294945291623,0.14927685852525605,0.5680346614106907,0.0
20260721_042141_myshell_debug_log_long_l180.csv,2,1.8171836131840728,68.37073223496974,68.34657906627008,0.14486821583234324,0.14490372210686095,0.6272656253620978,0.0
20260721_042141_myshell_debug_log_long_l180.csv,3,8.504061722636816,56.749930517237004,56.10913961137536,0.11768874774143938,0.11766923510945314,0.657678975297585,0.0
20260721_042141_myshell_debug_log_long_l180.csv,4,-5.758463541666669,61.65668582330086,61.38718925274657,0.12292740623149957,0.12294431344266239,0.5763900535971753,0.0
20260722_022126_myshell_debug_log_long_l180.csv,1,28.592098103233823,80.98028299079024,75.76475539011213,0.17872103720310972,0.17867951533960366,0.7865346882959544,0.0
20260722_022126_myshell_debug_log_long_l180.csv,2,10.19230021766169,73.3318029375122,72.62004088637775,0.15264348098993566,0.15265815668838378,0.16392158712723082,0.0
20260722_022126_myshell_debug_log_long_l180.csv,3,11.839824315920398,77.26133801098652,76.34875841437142,0.1607170789636438,0.16070843827563466,0.1923165929627672,0.0
20260722_022126_myshell_debug_log_long_l180.csv,4,7.151401197139305,71.77735623342043,71.42020952627412,0.14796373960010986,0.14795786203151015,0.17515500552803,0.0
20260722_022126_myshell_debug_log_long_l180.csv,5,7.030958488805972,75.56205465395422,75.23423240956107,0.16161008885239544,0.1616431284896626,0.16311391997834349,0.0
20260722_022205_myshell_debug_log_long_l180.csv,1,26.695186178482583,80.70687350150473,76.16407594978118,0.1766767239573003,0.17663880489088865,0.7899057929138312,0.0
20260722_022205_myshell_debug_log_long_l180.csv,2,11.081798041044783,68.64838152996064,67.74801870800752,0.14390209556368982,0.1439174318740013,0.15475415807615592,0.0
20260722_022205_myshell_debug_log_long_l180.csv,3,11.947246190920401,76.05020329642892,75.1059034289696,0.16235333208763222,0.16232468083323365,0.20657876755980292,0.0
20260722_022205_myshell_debug_log_long_l180.csv,4,7.722131529850744,68.35974899395738,67.92219053558671,0.14629201713932719,0.14632428889828425,0.14609124304486637,0.0
20260722_022205_myshell_debug_log_long_l180.csv,5,5.964659126243773,79.58418943320234,79.36035565222443,0.1636895255412669,0.16369819515064163,0.18179838898902165,0.0
